GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,LGI001,LGI002,LGI003,LGI004,LGI005,LGI006
"G1301270","2010","3","5","Georgia","13","Glynn County","127",,,,,,,,,,,"15260","99999","999",,,,,,,,,,,,"Glynn County",79626,0,0,0,0,79626
"G1301290","2010","3","5","Georgia","13","Gordon County","129",,,,,,,,,,,"15660","99999","999",,,,,,,,,,,,"Gordon County",55186,0,0,0,0,55186
"G1301310","2010","3","5","Georgia","13","Grady County","131",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Grady County",25011,0,0,0,0,25011
"G1301330","2010","3","5","Georgia","13","Greene County","133",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Greene County",15994,0,0,0,0,15994
"G1301350","2010","3","5","Georgia","13","Gwinnett County","135",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Gwinnett County",805321,0,0,0,0,805321
"G1301370","2010","3","5","Georgia","13","Habersham County","137",,,,,,,,,,,"18460","99999","999",,,,,,,,,,,,"Habersham County",43041,0,0,0,0,43041
"G1301390","2010","3","5","Georgia","13","Hall County","139",,,,,,,,,,,"23580","99999","122",,,,,,,,,,,,"Hall County",179684,0,0,0,0,179684
"G1301410","2010","3","5","Georgia","13","Hancock County","141",,,,,,,,,,,"33300","99999","999",,,,,,,,,,,,"Hancock County",9429,0,0,0,0,9429
"G1301430","2010","3","5","Georgia","13","Haralson County","143",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Haralson County",28780,0,0,0,0,28780
"G1301450","2010","3","5","Georgia","13","Harris County","145",,,,,,,,,,,"17980","99999","194",,,,,,,,,,,,"Harris County",32024,0,0,0,0,32024
"G1301470","2010","3","5","Georgia","13","Hart County","147",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hart County",25213,0,0,0,0,25213
"G1301490","2010","3","5","Georgia","13","Heard County","149",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Heard County",11834,0,0,0,0,11834
"G1301510","2010","3","5","Georgia","13","Henry County","151",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Henry County",203922,0,0,0,0,203922
"G1301530","2010","3","5","Georgia","13","Houston County","153",,,,,,,,,,,"47580","99999","356",,,,,,,,,,,,"Houston County",139900,0,0,0,0,139900
"G1301550","2010","3","5","Georgia","13","Irwin County","155",,,,,,,,,,,"22340","99999","999",,,,,,,,,,,,"Irwin County",9538,0,0,0,0,9538
"G1301570","2010","3","5","Georgia","13","Jackson County","157",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Jackson County",60485,0,0,0,0,60485
"G1301590","2010","3","5","Georgia","13","Jasper County","159",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Jasper County",13900,0,0,0,0,13900
"G1301610","2010","3","5","Georgia","13","Jeff Davis County","161",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Jeff Davis County",15068,0,0,0,0,15068
"G1301630","2010","3","5","Georgia","13","Jefferson County","163",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Jefferson County",16930,0,0,0,0,16930
"G1301650","2010","3","5","Georgia","13","Jenkins County","165",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Jenkins County",8340,0,0,0,0,8340
"G1301670","2010","3","5","Georgia","13","Johnson County","167",,,,,,,,,,,"20140","99999","999",,,,,,,,,,,,"Johnson County",9980,0,0,0,0,9980
"G1301690","2010","3","5","Georgia","13","Jones County","169",,,,,,,,,,,"31420","99999","356",,,,,,,,,,,,"Jones County",28669,0,0,0,0,28669
"G1301710","2010","3","5","Georgia","13","Lamar County","171",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Lamar County",18317,0,0,0,0,18317
"G1301730","2010","3","5","Georgia","13","Lanier County","173",,,,,,,,,,,"46660","99999","999",,,,,,,,,,,,"Lanier County",10078,0,0,0,0,10078
"G1301750","2010","3","5","Georgia","13","Laurens County","175",,,,,,,,,,,"20140","99999","999",,,,,,,,,,,,"Laurens County",48434,0,0,0,0,48434
"G1301770","2010","3","5","Georgia","13","Lee County","177",,,,,,,,,,,"10500","99999","999",,,,,,,,,,,,"Lee County",28298,0,0,0,0,28298
"G1301790","2010","3","5","Georgia","13","Liberty County","179",,,,,,,,,,,"25980","99999","496",,,,,,,,,,,,"Liberty County",63453,0,0,0,0,63453
"G1301810","2010","3","5","Georgia","13","Lincoln County","181",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lincoln County",7996,0,0,0,0,7996
"G1301830","2010","3","5","Georgia","13","Long County","183",,,,,,,,,,,"25980","99999","496",,,,,,,,,,,,"Long County",14464,0,0,0,0,14464
"G1301850","2010","3","5","Georgia","13","Lowndes County","185",,,,,,,,,,,"46660","99999","999",,,,,,,,,,,,"Lowndes County",109233,0,0,0,0,109233
"G1301870","2010","3","5","Georgia","13","Lumpkin County","187",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lumpkin County",29966,0,0,0,0,29966
"G1301890","2010","3","5","Georgia","13","McDuffie County","189",,,,,,,,,,,"12260","99999","999",,,,,,,,,,,,"McDuffie County",21875,0,0,0,0,21875
"G1301910","2010","3","5","Georgia","13","McIntosh County","191",,,,,,,,,,,"15260","99999","999",,,,,,,,,,,,"McIntosh County",14333,0,0,0,0,14333
"G1301930","2010","3","5","Georgia","13","Macon County","193",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Macon County",14740,0,0,0,0,14740
"G1301950","2010","3","5","Georgia","13","Madison County","195",,,,,,,,,,,"12020","99999","999",,,,,,,,,,,,"Madison County",28120,0,0,0,0,28120
"G1301970","2010","3","5","Georgia","13","Marion County","197",,,,,,,,,,,"17980","99999","194",,,,,,,,,,,,"Marion County",8742,0,0,0,0,8742
"G1301990","2010","3","5","Georgia","13","Meriwether County","199",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Meriwether County",21992,0,0,0,0,21992
"G1302010","2010","3","5","Georgia","13","Miller County","201",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Miller County",6125,0,0,0,0,6125
"G1302050","2010","3","5","Georgia","13","Mitchell County","205",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mitchell County",23498,0,0,0,0,23498
"G1302070","2010","3","5","Georgia","13","Monroe County","207",,,,,,,,,,,"31420","99999","356",,,,,,,,,,,,"Monroe County",26424,0,0,0,0,26424
"G1302090","2010","3","5","Georgia","13","Montgomery County","209",,,,,,,,,,,"47080","99999","999",,,,,,,,,,,,"Montgomery County",9123,0,0,0,0,9123
"G1302110","2010","3","5","Georgia","13","Morgan County","211",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Morgan County",17868,0,0,0,0,17868
"G1302130","2010","3","5","Georgia","13","Murray County","213",,,,,,,,,,,"19140","99999","999",,,,,,,,,,,,"Murray County",39628,0,0,0,0,39628
"G1302150","2010","3","5","Georgia","13","Muscogee County","215",,,,,,,,,,,"17980","99999","194",,,,,,,,,,,,"Muscogee County",189885,0,0,0,0,189885
"G1302170","2010","3","5","Georgia","13","Newton County","217",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Newton County",99958,0,0,0,0,99958
"G1302190","2010","3","5","Georgia","13","Oconee County","219",,,,,,,,,,,"12020","99999","999",,,,,,,,,,,,"Oconee County",32808,0,0,0,0,32808
"G1302210","2010","3","5","Georgia","13","Oglethorpe County","221",,,,,,,,,,,"12020","99999","999",,,,,,,,,,,,"Oglethorpe County",14899,0,0,0,0,14899
"G1302230","2010","3","5","Georgia","13","Paulding County","223",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Paulding County",142324,0,0,0,0,142324
"G1302250","2010","3","5","Georgia","13","Peach County","225",,,,,,,,,,,"22980","99999","356",,,,,,,,,,,,"Peach County",27695,0,0,0,0,27695
"G1302270","2010","3","5","Georgia","13","Pickens County","227",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Pickens County",29431,0,0,0,0,29431
"G1302290","2010","3","5","Georgia","13","Pierce County","229",,,,,,,,,,,"48180","99999","999",,,,,,,,,,,,"Pierce County",18758,0,0,0,0,18758
"G1302310","2010","3","5","Georgia","13","Pike County","231",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Pike County",17869,0,0,0,0,17869
"G1302330","2010","3","5","Georgia","13","Polk County","233",,,,,,,,,,,"16340","99999","122",,,,,,,,,,,,"Polk County",41475,0,0,0,0,41475
"G1302350","2010","3","5","Georgia","13","Pulaski County","235",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pulaski County",12010,0,0,0,0,12010
"G1302370","2010","3","5","Georgia","13","Putnam County","237",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Putnam County",21218,0,0,0,0,21218
"G1302390","2010","3","5","Georgia","13","Quitman County","239",,,,,,,,,,,"21640","99999","999",,,,,,,,,,,,"Quitman County",2513,0,0,0,0,2513
"G1302410","2010","3","5","Georgia","13","Rabun County","241",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Rabun County",16276,0,0,0,0,16276
"G1302430","2010","3","5","Georgia","13","Randolph County","243",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Randolph County",7719,0,0,0,0,7719
"G1302450","2010","3","5","Georgia","13","Richmond County","245",,,,,,,,,,,"12260","99999","999",,,,,,,,,,,,"Richmond County",200549,0,0,0,0,200549
"G1302470","2010","3","5","Georgia","13","Rockdale County","247",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Rockdale County",85215,0,0,0,0,85215
"G1302490","2010","3","5","Georgia","13","Schley County","249",,,,,,,,,,,"11140","99999","999",,,,,,,,,,,,"Schley County",5010,0,0,0,0,5010
"G1302510","2010","3","5","Georgia","13","Screven County","251",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Screven County",14593,0,0,0,0,14593
"G1302530","2010","3","5","Georgia","13","Seminole County","253",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Seminole County",8729,0,0,0,0,8729
"G1302550","2010","3","5","Georgia","13","Spalding County","255",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Spalding County",64073,0,0,0,0,64073
"G1302570","2010","3","5","Georgia","13","Stephens County","257",,,,,,,,,,,"45740","99999","999",,,,,,,,,,,,"Stephens County",26175,0,0,0,0,26175
"G1302590","2010","3","5","Georgia","13","Stewart County","259",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Stewart County",6058,0,0,0,0,6058
"G1302610","2010","3","5","Georgia","13","Sumter County","261",,,,,,,,,,,"11140","99999","999",,,,,,,,,,,,"Sumter County",32819,0,0,0,0,32819
"G1302630","2010","3","5","Georgia","13","Talbot County","263",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Talbot County",6865,0,0,0,0,6865
"G1302650","2010","3","5","Georgia","13","Taliaferro County","265",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Taliaferro County",1717,0,0,0,0,1717
"G1302670","2010","3","5","Georgia","13","Tattnall County","267",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Tattnall County",25520,0,0,0,0,25520
"G1302690","2010","3","5","Georgia","13","Taylor County","269",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Taylor County",8906,0,0,0,0,8906
"G1302710","2010","3","5","Georgia","13","Telfair County","271",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Telfair County",16500,0,0,0,0,16500
"G1302730","2010","3","5","Georgia","13","Terrell County","273",,,,,,,,,,,"10500","99999","999",,,,,,,,,,,,"Terrell County",9315,0,0,0,0,9315
"G1302750","2010","3","5","Georgia","13","Thomas County","275",,,,,,,,,,,"45620","99999","999",,,,,,,,,,,,"Thomas County",44720,0,0,0,0,44720
"G1302770","2010","3","5","Georgia","13","Tift County","277",,,,,,,,,,,"45700","99999","999",,,,,,,,,,,,"Tift County",40118,0,0,0,0,40118
"G1302790","2010","3","5","Georgia","13","Toombs County","279",,,,,,,,,,,"47080","99999","999",,,,,,,,,,,,"Toombs County",27223,0,0,0,0,27223
"G1302810","2010","3","5","Georgia","13","Towns County","281",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Towns County",10471,0,0,0,0,10471
"G1302830","2010","3","5","Georgia","13","Treutlen County","283",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Treutlen County",6885,0,0,0,0,6885
"G1302850","2010","3","5","Georgia","13","Troup County","285",,,,,,,,,,,"29300","99999","122",,,,,,,,,,,,"Troup County",67044,0,0,0,0,67044
"G1302870","2010","3","5","Georgia","13","Turner County","287",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Turner County",8930,0,0,0,0,8930
"G1302890","2010","3","5","Georgia","13","Twiggs County","289",,,,,,,,,,,"31420","99999","356",,,,,,,,,,,,"Twiggs County",9023,0,0,0,0,9023
"G1302910","2010","3","5","Georgia","13","Union County","291",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Union County",21356,0,0,0,0,21356
"G1302930","2010","3","5","Georgia","13","Upson County","293",,,,,,,,,,,"45580","99999","122",,,,,,,,,,,,"Upson County",27153,0,0,0,0,27153
"G1302950","2010","3","5","Georgia","13","Walker County","295",,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,"Walker County",68756,0,0,0,0,68756
"G1302970","2010","3","5","Georgia","13","Walton County","297",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Walton County",83768,0,0,0,0,83768
"G1302990","2010","3","5","Georgia","13","Ware County","299",,,,,,,,,,,"48180","99999","999",,,,,,,,,,,,"Ware County",36312,0,0,0,0,36312
"G1303010","2010","3","5","Georgia","13","Warren County","301",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Warren County",5834,0,0,0,0,5834
"G1303030","2010","3","5","Georgia","13","Washington County","303",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Washington County",21187,0,0,0,0,21187
"G1303050","2010","3","5","Georgia","13","Wayne County","305",,,,,,,,,,,"27700","99999","999",,,,,,,,,,,,"Wayne County",30099,0,0,0,0,30099
"G1303070","2010","3","5","Georgia","13","Webster County","307",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Webster County",2799,0,0,0,0,2799
"G1303090","2010","3","5","Georgia","13","Wheeler County","309",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wheeler County",7421,0,0,0,0,7421
"G1303110","2010","3","5","Georgia","13","White County","311",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"White County",27144,0,0,0,0,27144
"G1303130","2010","3","5","Georgia","13","Whitfield County","313",,,,,,,,,,,"19140","99999","999",,,,,,,,,,,,"Whitfield County",102599,0,0,0,0,102599
"G1303150","2010","3","5","Georgia","13","Wilcox County","315",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wilcox County",9255,0,0,0,0,9255
"G1303170","2010","3","5","Georgia","13","Wilkes County","317",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wilkes County",10593,0,0,0,0,10593
"G1303190","2010","3","5","Georgia","13","Wilkinson County","319",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wilkinson County",9563,0,0,0,0,9563
"G1303210","2010","3","5","Georgia","13","Worth County","321",,,,,,,,,,,"10500","99999","999",,,,,,,,,,,,"Worth County",21679,0,0,0,0,21679
"G1500010","2010","4","9","Hawaii","15","Hawaii County","001",,,,,,,,,,,"25900","99999","999",,,,,,,,,,,,"Hawaii County",185079,0,0,0,0,185079
"G1500030","2010","4","9","Hawaii","15","Honolulu County","003",,,,,,,,,,,"26180","99999","999",,,,,,,,,,,,"Honolulu County",953207,0,0,0,0,953207
"G1500070","2010","4","9","Hawaii","15","Kauai County","007",,,,,,,,,,,"28180","99999","999",,,,,,,,,,,,"Kauai County",67091,0,0,0,0,67091
"G1500090","2010","4","9","Hawaii","15","Maui County","009",,,,,,,,,,,"27980","99999","999",,,,,,,,,,,,"Maui County",154834,0,0,0,0,154834
"G1600010","2010","4","8","Idaho","16","Ada County","001",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Ada County",392365,0,0,0,0,392365
"G1600030","2010","4","8","Idaho","16","Adams County","003",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Adams County",3976,0,0,0,0,3976
"G1600050","2010","4","8","Idaho","16","Bannock County","005",,,,,,,,,,,"38540","99999","999",,,,,,,,,,,,"Bannock County",82839,0,0,0,0,82839
"G1600070","2010","4","8","Idaho","16","Bear Lake County","007",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bear Lake County",5986,0,0,0,0,5986
"G1600090","2010","4","8","Idaho","16","Benewah County","009",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Benewah County",9285,0,0,0,0,9285
"G1600110","2010","4","8","Idaho","16","Bingham County","011",,,,,,,,,,,"13940","99999","292",,,,,,,,,,,,"Bingham County",45607,0,0,0,0,45607
"G1600130","2010","4","8","Idaho","16","Blaine County","013",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Blaine County",21376,0,0,0,0,21376
"G1600150","2010","4","8","Idaho","16","Boise County","015",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Boise County",7028,0,0,0,0,7028
"G1600170","2010","4","8","Idaho","16","Bonner County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bonner County",40877,0,0,0,0,40877
"G1600190","2010","4","8","Idaho","16","Bonneville County","019",,,,,,,,,,,"26820","99999","292",,,,,,,,,,,,"Bonneville County",104234,0,0,0,0,104234
"G1600210","2010","4","8","Idaho","16","Boundary County","021",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Boundary County",10972,0,0,0,0,10972
"G1600230","2010","4","8","Idaho","16","Butte County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Butte County",2891,0,0,0,0,2891
"G1600250","2010","4","8","Idaho","16","Camas County","025",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Camas County",1117,0,0,0,0,1117
"G1600270","2010","4","8","Idaho","16","Canyon County","027",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Canyon County",188923,0,0,0,0,188923
"G1600290","2010","4","8","Idaho","16","Caribou County","029",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Caribou County",6963,0,0,0,0,6963
"G1600310","2010","4","8","Idaho","16","Cassia County","031",,,,,,,,,,,"15420","99999","999",,,,,,,,,,,,"Cassia County",22952,0,0,0,0,22952
"G1600330","2010","4","8","Idaho","16","Clark County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Clark County",982,0,0,0,0,982
"G1600350","2010","4","8","Idaho","16","Clearwater County","035",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Clearwater County",8761,0,0,0,0,8761
"G1600370","2010","4","8","Idaho","16","Custer County","037",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Custer County",4368,0,0,0,0,4368
"G1600390","2010","4","8","Idaho","16","Elmore County","039",,,,,,,,,,,"34300","99999","999",,,,,,,,,,,,"Elmore County",27038,0,0,0,0,27038
"G1600410","2010","4","8","Idaho","16","Franklin County","041",,,,,,,,,,,"30860","99999","999",,,,,,,,,,,,"Franklin County",12786,0,0,0,0,12786
"G1600430","2010","4","8","Idaho","16","Fremont County","043",,,,,,,,,,,"39940","99999","999",,,,,,,,,,,,"Fremont County",13242,0,0,0,0,13242
"G1600450","2010","4","8","Idaho","16","Gem County","045",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Gem County",16719,0,0,0,0,16719
"G1600470","2010","4","8","Idaho","16","Gooding County","047",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gooding County",15464,0,0,0,0,15464
"G1600490","2010","4","8","Idaho","16","Idaho County","049",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Idaho County",16267,0,0,0,0,16267
"G1600510","2010","4","8","Idaho","16","Jefferson County","051",,,,,,,,,,,"26820","99999","292",,,,,,,,,,,,"Jefferson County",26140,0,0,0,0,26140
"G1600530","2010","4","8","Idaho","16","Jerome County","053",,,,,,,,,,,"46300","99999","999",,,,,,,,,,,,"Jerome County",22374,0,0,0,0,22374
"G1600550","2010","4","8","Idaho","16","Kootenai County","055",,,,,,,,,,,"17660","99999","999",,,,,,,,,,,,"Kootenai County",138494,0,0,0,0,138494
"G1600570","2010","4","8","Idaho","16","Latah County","057",,,,,,,,,,,"34140","99999","999",,,,,,,,,,,,"Latah County",37244,0,0,0,0,37244
"G1600590","2010","4","8","Idaho","16","Lemhi County","059",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lemhi County",7936,0,0,0,0,7936
"G1600610","2010","4","8","Idaho","16","Lewis County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lewis County",3821,0,0,0,0,3821
"G1600630","2010","4","8","Idaho","16","Lincoln County","063",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lincoln County",5208,0,0,0,0,5208
"G1600650","2010","4","8","Idaho","16","Madison County","065",,,,,,,,,,,"39940","99999","999",,,,,,,,,,,,"Madison County",37536,0,0,0,0,37536
"G1600670","2010","4","8","Idaho","16","Minidoka County","067",,,,,,,,,,,"15420","99999","999",,,,,,,,,,,,"Minidoka County",20069,0,0,0,0,20069
"G1600690","2010","4","8","Idaho","16","Nez Perce County","069",,,,,,,,,,,"30300","99999","999",,,,,,,,,,,,"Nez Perce County",39265,0,0,0,0,39265
"G1600710","2010","4","8","Idaho","16","Oneida County","071",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Oneida County",4286,0,0,0,0,4286
"G1600730","2010","4","8","Idaho","16","Owyhee County","073",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Owyhee County",11526,0,0,0,0,11526
"G1600750","2010","4","8","Idaho","16","Payette County","075",,,,,,,,,,,"36620","99999","999",,,,,,,,,,,,"Payette County",22623,0,0,0,0,22623
"G1600770","2010","4","8","Idaho","16","Power County","077",,,,,,,,,,,"38540","99999","999",,,,,,,,,,,,"Power County",7817,0,0,0,0,7817
"G1600790","2010","4","8","Idaho","16","Shoshone County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Shoshone County",12765,0,0,0,0,12765
"G1600810","2010","4","8","Idaho","16","Teton County","081",,,,,,,,,,,"27220","99999","999",,,,,,,,,,,,"Teton County",10170,0,0,0,0,10170
"G1600830","2010","4","8","Idaho","16","Twin Falls County","083",,,,,,,,,,,"46300","99999","999",,,,,,,,,,,,"Twin Falls County",77230,0,0,0,0,77230
"G1600850","2010","4","8","Idaho","16","Valley County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Valley County",9862,0,0,0,0,9862
"G1600870","2010","4","8","Idaho","16","Washington County","087",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Washington County",10198,0,0,0,0,10198
"G1700010","2010","2","3","Illinois","17","Adams County","001",,,,,,,,,,,"39500","99999","999",,,,,,,,,,,,"Adams County",67103,0,0,0,0,67103
"G1700030","2010","2","3","Illinois","17","Alexander County","003",,,,,,,,,,,"16020","99999","164",,,,,,,,,,,,"Alexander County",8238,0,0,0,0,8238
"G1700050","2010","2","3","Illinois","17","Bond County","005",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Bond County",17768,0,0,0,0,17768
"G1700070","2010","2","3","Illinois","17","Boone County","007",,,,,,,,,,,"40420","99999","466",,,,,,,,,,,,"Boone County",54165,0,0,0,0,54165
"G1700090","2010","2","3","Illinois","17","Brown County","009",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Brown County",6937,0,0,0,0,6937
"G1700110","2010","2","3","Illinois","17","Bureau County","011",,,,,,,,,,,"36860","99999","999",,,,,,,,,,,,"Bureau County",34978,0,0,0,0,34978
"G1700130","2010","2","3","Illinois","17","Calhoun County","013",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Calhoun County",5089,0,0,0,0,5089
"G1700150","2010","2","3","Illinois","17","Carroll County","015",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Carroll County",15387,0,0,0,0,15387
"G1700170","2010","2","3","Illinois","17","Cass County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cass County",13642,0,0,0,0,13642
"G1700190","2010","2","3","Illinois","17","Champaign County","019",,,,,,,,,,,"16580","99999","999",,,,,,,,,,,,"Champaign County",201081,0,0,0,0,201081
"G1700210","2010","2","3","Illinois","17","Christian County","021",,,,,,,,,,,"45380","99999","999",,,,,,,,,,,,"Christian County",34800,0,0,0,0,34800
"G1700230","2010","2","3","Illinois","17","Clark County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Clark County",16335,0,0,0,0,16335
"G1700250","2010","2","3","Illinois","17","Clay County","025",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Clay County",13815,0,0,0,0,13815
"G1700270","2010","2","3","Illinois","17","Clinton County","027",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Clinton County",37762,0,0,0,0,37762
"G1700290","2010","2","3","Illinois","17","Coles County","029",,,,,,,,,,,"16660","99999","999",,,,,,,,,,,,"Coles County",53873,0,0,0,0,53873
"G1700310","2010","2","3","Illinois","17","Cook County","031",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"Cook County",5194675,0,0,0,0,5194675
"G1700330","2010","2","3","Illinois","17","Crawford County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Crawford County",19817,0,0,0,0,19817
"G1700350","2010","2","3","Illinois","17","Cumberland County","035",,,,,,,,,,,"16660","99999","999",,,,,,,,,,,,"Cumberland County",11048,0,0,0,0,11048
"G1700370","2010","2","3","Illinois","17","DeKalb County","037",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"DeKalb County",105160,0,0,0,0,105160
"G1700390","2010","2","3","Illinois","17","De Witt County","039",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"De Witt County",16561,0,0,0,0,16561
"G1700410","2010","2","3","Illinois","17","Douglas County","041",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Douglas County",19980,0,0,0,0,19980
"G1700430","2010","2","3","Illinois","17","DuPage County","043",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"DuPage County",916924,0,0,0,0,916924
"G1700450","2010","2","3","Illinois","17","Edgar County","045",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Edgar County",18576,0,0,0,0,18576
"G1700470","2010","2","3","Illinois","17","Edwards County","047",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Edwards County",6721,0,0,0,0,6721
"G1700490","2010","2","3","Illinois","17","Effingham County","049",,,,,,,,,,,"20820","99999","999",,,,,,,,,,,,"Effingham County",34242,0,0,0,0,34242
"G1700510","2010","2","3","Illinois","17","Fayette County","051",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fayette County",22140,0,0,0,0,22140
"G1700530","2010","2","3","Illinois","17","Ford County","053",,,,,,,,,,,"16580","99999","999",,,,,,,,,,,,"Ford County",14081,0,0,0,0,14081
"G1700550","2010","2","3","Illinois","17","Franklin County","055",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Franklin County",39561,0,0,0,0,39561
"G1700570","2010","2","3","Illinois","17","Fulton County","057",,,,,,,,,,,"15900","99999","426",,,,,,,,,,,,"Fulton County",37069,0,0,0,0,37069
